practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"employment","Sexual Harassment","Ventura & Central Coast","Oxnard","Simi Valley","CA","https://results.wilshirelawfirm.com/sexual-harassment-lawyer/simi-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/sexual-harassment-lawyer/simi-valley/?kw={keyword}"
"employment","Sexual Harassment","Ventura & Central Coast","Oxnard","Santa Barbara","CA","https://results.wilshirelawfirm.com/sexual-harassment-lawyer/santa-barbara/","(800) 891-1876","https://results.wilshirelawfirm.com/sexual-harassment-lawyer/santa-barbara/?kw={keyword}"
"employment","Discrimination & Retaliation","Statewide","—","California","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles (office)","Los Angeles","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/los-angeles/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Downtown Los Angeles","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/downtown-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/downtown-los-angeles/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Hollywood","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hollywood/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hollywood/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Glendale","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/glendale/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/glendale/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Pasadena","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/pasadena/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/pasadena/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Burbank","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/burbank/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/burbank/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Santa Monica","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-monica/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-monica/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Inglewood","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/inglewood/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/inglewood/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Van Nuys","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/van-nuys/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/van-nuys/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","East Los Angeles","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/east-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/east-los-angeles/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Koreatown","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/koreatown/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/koreatown/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Compton","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/compton/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/compton/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Los Angeles","Whittier","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/whittier/","(213) 329-7576","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/whittier/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Beverly Hills (office)","Beverly Hills","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/beverly-hills/","(310) 879-1030","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/beverly-hills/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Beverly Hills","West Hollywood","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/west-hollywood/","(310) 879-1030","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/west-hollywood/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Beverly Hills","Culver City","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/culver-city/","(310) 879-1030","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/culver-city/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Beverly Hills","Westwood","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/westwood/","(310) 879-1030","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/westwood/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Beverly Hills","Sherman Oaks","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/sherman-oaks/","(310) 879-1030","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/sherman-oaks/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance (office)","Torrance","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/torrance/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/torrance/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance","Carson","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/carson/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/carson/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance","Gardena","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/gardena/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/gardena/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance","Redondo Beach","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/redondo-beach/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/redondo-beach/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance","Hawthorne","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hawthorne/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hawthorne/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Torrance","San Pedro","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/san-pedro/","(310) 307-3316","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/san-pedro/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Long Beach (office)","Long Beach","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/long-beach/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/long-beach/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lakewood/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/downey/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/norwalk/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/bellflower/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/palmdale/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-clarita/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/victorville/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lancaster/?kw={keyword}"
"employment","Discrimination & Retaliation","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/antelope-valley/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/irvine/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/santa-ana/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/huntington-beach/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/costa-mesa/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/newport-beach/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/mission-viejo/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/lake-forest/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/tustin/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/orange/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/anaheim/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/garden-grove/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/fullerton/?kw={keyword}"
"employment","Discrimination & Retaliation","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/westminster/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/riverside/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/moreno-valley/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/corona/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/temecula/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/murrieta/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/hemet/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/ontario/?kw={keyword}"
"employment","Discrimination & Retaliation","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/workplace-discrimination-lawyer/san-bernardino/?kw={keyword}"
